# t (s)	mx ()	my ()	mz ()	E_total (J)
5.925005675456962e-08	-2.065937e-06	0.05030069	2.0404295e-06	-1.2493413e-16
5.9500083231507796e-08	7.656022e-08	0.050300688	3.205321e-06	-1.2493409e-16
5.97500028772338e-08	3.3656224e-06	0.0503007	1.6590682e-06	-1.249341e-16
6.000012513607902e-08	2.8940283e-06	0.050300688	-1.3233315e-06	-1.249341e-16
6.025000046355433e-08	-5.3231116e-07	0.050300673	-2.3492357e-06	-1.2493416e-16
6.05001132134059e-08	-1.9033638e-06	0.05030068	-9.554083e-07	-1.2493406e-16
6.07500115754844e-08	8.218993e-07	0.05030068	-2.4557113e-07	-1.2493408e-16
6.100001162613686e-08	3.5292862e-06	0.05030068	-2.2690947e-06	-1.2493406e-16
6.125015219468059e-08	2.0138598e-06	0.050300676	-4.925511e-06	-1.2493408e-16
6.150012686585691e-08	-1.4880898e-06	0.050300673	-5.071922e-06	-1.2493406e-16
6.175002940009545e-08	-1.9931729e-06	0.05030068	-3.2042374e-06	-1.2493404e-16
6.200003663115856e-08	1.1175897e-06	0.050300688	-2.6584755e-06	-1.24934e-16
6.225006463370164e-08	3.0732679e-06	0.05030068	-4.681945e-06	-1.2493401e-16
6.250010996982265e-08	6.8824875e-07	0.050300676	-6.5152212e-06	-1.2493405e-16
6.275004878322756e-08	-2.5987501e-06	0.05030068	-5.5355376e-06	-1.2493401e-16
6.300004089712098e-08	-2.1503286e-06	0.050300695	-3.121116e-06	-1.2493398e-16
6.325014600712872e-08	1.18604e-06	0.050300688	-2.6237965e-06	-1.2493397e-16
6.350015720121646e-08	2.2925715e-06	0.05030068	-4.3906407e-06	-1.2493398e-16
6.375013925699015e-08	-7.06848e-07	0.05030068	-5.226894e-06	-1.2493385e-16
6.400013278336274e-08	-3.45301e-06	0.05030068	-3.1988188e-06	-1.2493392e-16
6.425011333842882e-08	-2.0295577e-06	0.050300684	-4.938516e-07	-1.2493393e-16
6.450015473579407e-08	1.3656567e-06	0.050300673	-2.231923e-07	-1.2493392e-16
6.475010872749983e-08	1.5767353e-06	0.050300673	-1.7791444e-06	-1.2493388e-16
6.500011692302402e-08	-1.7497701e-06	0.05030069	-1.7881393e-06	-1.2493389e-16
6.52500162097531e-08	-3.6822767e-06	0.05030069	8.5917384e-07	-1.2493387e-16
6.550007267199049e-08	-1.3546288e-06	0.050300695	3.3181364e-06	-1.2493389e-16
6.57500802364436e-08	1.8659154e-06	0.050300702	2.9975718e-06	-1.2493385e-16
6.600005295157812e-08	1.1618647e-06	0.0503007	1.4055859e-06	-1.2493384e-16
6.625007031086049e-08	-2.1977853e-06	0.050300717	1.8554384e-06	-1.249339e-16
6.650002853524936e-08	-3.1872046e-06	0.050300714	4.5362385e-06	-1.2493389e-16
6.675005933960864e-08	-1.2712839e-07	0.050300695	6.1867454e-06	-1.2493387e-16
