,t,mx,my,mz,E_total
821,8.210007783984734e-08,0.09760122,-2.1579336e-07,1.2923091e-06,-1.8452723000000002e-16
822,8.220003379752089e-08,0.09760117,-8.1655355e-07,8.425671e-07,-1.845274e-16
823,8.230003686069196e-08,0.09760119,-1.0390155e-06,1.0153575e-07,-1.8452752000000002e-16
824,8.240005913038706e-08,0.09760123,-8.718913e-07,-6.90831e-07,-1.8452738000000002e-16
825,8.250010107441879e-08,0.09760131,-3.4303437e-07,-1.1586114e-06,-1.8452742e-16
826,8.260012025207249e-08,0.09760146,2.4525755e-07,-1.2476575e-06,-1.8452748000000002e-16
827,8.2700009666535e-08,0.09760144,7.349605e-07,-8.527717e-07,-1.8452766000000001e-16
828,8.280002220597483e-08,0.09760128,1.0313976e-06,-1.9318043e-07,-1.845276e-16
829,8.290016426658302e-08,0.097601235,9.613177e-07,6.025177e-07,-1.8452749000000002e-16
830,8.300013925751799e-08,0.097601354,5.581815e-07,1.1663268e-06,-1.8452729e-16
831,8.310003932100114e-08,0.09760128,-1.5351678e-07,1.3254567e-06,-1.8452766000000001e-16
832,8.320004811154412e-08,0.097601146,-7.267525e-07,9.67958e-07,-1.8452753000000001e-16
833,8.330011962980835e-08,0.09760115,-1.0433224e-06,2.5038503e-07,-1.8452756e-16
834,8.340014922859756e-08,0.09760129,-9.032768e-07,-5.2022114e-07,-1.8452749000000002e-16
835,8.350003806475865e-08,0.09760132,-5.1146543e-07,-1.0981663e-06,-1.845276e-16
836,8.360010439329843e-08,0.09760129,9.611503e-08,-1.2383318e-06,-1.8452732000000003e-16
837,8.37000823635634e-08,0.09760131,6.458594e-07,-9.867183e-07,-1.8452737000000002e-16
838,8.380006453079517e-08,0.09760137,9.858069e-07,-3.359526e-07,-1.8452733000000002e-16
839,8.39001214106969e-08,0.09760139,1.0046346e-06,4.0965918e-07,-1.8452729e-16
840,8.400017048312486e-08,0.097601324,6.5097424e-07,1.0847607e-06,-1.8452748000000002e-16
841,8.410000779439279e-08,0.09760131,5.7902124e-08,1.3258052e-06,-1.8452732000000003e-16
842,8.420004853357432e-08,0.097601265,-6.2736024e-07,1.0955291e-06,-1.8452719000000003e-16
843,8.430005344077387e-08,0.09760117,-9.879047e-07,4.3085734e-07,-1.8452737000000002e-16
844,8.440014712173e-08,0.0976011,-9.854726e-07,-3.5898464e-07,-1.8452744e-16
845,8.450001831558892e-08,0.097601235,-5.6210314e-07,-9.866903e-07,-1.8452741e-16
846,8.460013686751164e-08,0.0976014,-4.5728893e-08,-1.2639725e-06,-1.845274e-16
847,8.470005801204712e-08,0.097601324,5.3464066e-07,-1.0735905e-06,-1.8452721000000002e-16
848,8.480010501376e-08,0.097601295,9.4957005e-07,-5.342949e-07,-1.8452752000000002e-16
849,8.490007408940773e-08,0.0976014,1.0967184e-06,2.6813603e-07,-1.8452758e-16
850,8.500004511665512e-08,0.097601436,7.960563e-07,9.557001e-07,-1.8452762000000002e-16
851,8.510001053059819e-08,0.09760132,1.6897832e-07,1.348699e-06,-1.8452729e-16
852,8.52001077160214e-08,0.097601205,-4.7898334e-07,1.1734662e-06,-1.8452742e-16
853,8.530014304163261e-08,0.09760123,-9.3547607e-07,6.0724983e-07,-1.8452741e-16
854,8.54001745410938e-08,0.09760123,-9.789208e-07,-1.9700224e-07,-1.845272e-16
855,8.55000016494261e-08,0.097601235,-7.202159e-07,-8.6992407e-07,-1.8452713e-16
856,8.560017018925205e-08,0.0976012,-1.51599e-07,-1.2381485e-06,-1.8452703e-16
857,8.57000442092824e-08,0.09760125,4.0846655e-07,-1.1702699e-06,-1.8452692000000002e-16
858,8.580000618016573e-08,0.09760132,9.0163445e-07,-6.7279717e-07,-1.8452717e-16
859,8.590007558183477e-08,0.0976013,1.0572448e-06,6.4436726e-08,-1.8452701e-16
860,8.600004280665663e-08,0.09760139,8.9383474e-07,8.4470514e-07,-1.8452703e-16
861,8.61001171391608e-08,0.09760149,3.3373382e-07,1.2805825e-06,-1.8452717e-16
862,8.620009539955316e-08,0.09760143,-3.634698e-07,1.2816959e-06,-1.8452729e-16
863,8.630005894278434e-08,0.09760121,-8.848501e-07,7.506701e-07,-1.8452733000000002e-16
864,8.640009825938627e-08,0.0976012,-1.0319607e-06,1.3670546e-08,-1.8452724000000002e-16
865,8.650016340341513e-08,0.09760126,-7.8887575e-07,-7.4091645e-07,-1.8452735000000002e-16
866,8.660016655380875e-08,0.09760118,-3.5750352e-07,-1.1812245e-06,-1.8452748000000002e-16
867,8.670014461656318e-08,0.09760114,2.608244e-07,-1.2329463e-06,-1.845275e-16
868,8.680004975718716e-08,0.097601205,7.67001e-07,-8.368181e-07,-1.845274e-16
869,8.690004138593295e-08,0.09760138,1.1009328e-06,-1.1320586e-07,-1.8452723000000002e-16
870,8.700017009077098e-08,0.097601414,9.4369835e-07,6.703823e-07,-1.8452732000000003e-16
871,8.7100160514345e-08,0.09760138,4.701326e-07,1.2471502e-06,-1.8452741e-16
872,8.720007122021143e-08,0.097601324,-2.212016e-07,1.3073407e-06,-1.845273e-16
873,8.730004249211243e-08,0.09760133,-7.71203e-07,9.2540085e-07,-1.8452736000000002e-16
874,8.74000048180274e-08,0.0976013,-1.0264197e-06,1.7248136e-07,-1.8452729e-16
875,8.750014999249838e-08,0.097601235,-8.9410554e-07,-5.6159047e-07,-1.8452704e-16
876,8.760005553858347e-08,0.097601235,-4.3565353e-07,-1.1287357e-06,-1.8452732000000003e-16
877,8.770005187725005e-08,0.097601235,1.1705106e-07,-1.2573105e-06,-1.8452732000000003e-16
878,8.780003503330835e-08,0.09760118,7.087194e-07,-9.711895e-07,-1.8452715e-16
879,8.7900094474157e-08,0.09760119,1.0440549e-06,-2.8650382e-07,-1.845274e-16
880,8.800004637176983e-08,0.09760135,1.0685111e-06,5.188485e-07,-1.845275e-16
881,8.81000827046925e-08,0.097601414,5.950228e-07,1.1389853e-06,-1.8452742e-16
882,8.82000501311492e-08,0.097601354,-4.3792905e-08,1.3440238e-06,-1.845274e-16
883,8.830011824629192e-08,0.09760138,-6.694715e-07,1.0178429e-06,-1.8452738000000002e-16
884,8.840006147235285e-08,0.09760142,-9.4596487e-07,3.7655468e-07,-1.8452748000000002e-16
885,8.850004116612286e-08,0.09760134,-9.194861e-07,-4.171794e-07,-1.8452745e-16
886,8.860001440076053e-08,0.09760118,-5.7912973e-07,-9.959034e-07,-1.8452748000000002e-16
887,8.870016872545215e-08,0.09760113,-1.00378585e-08,-1.2810867e-06,-1.8452729e-16
888,8.880012004035408e-08,0.09760117,5.855661e-07,-1.057572e-06,-1.8452742e-16
889,8.89000968307335e-08,0.09760124,1.032848e-06,-4.756514e-07,-1.8452754e-16
890,8.90000760342838e-08,0.09760129,1.0546306e-06,3.4822912e-07,-1.845272e-16
891,8.910008912384597e-08,0.09760129,7.428448e-07,1.0317013e-06,-1.8452724000000002e-16
892,8.920005596150576e-08,0.09760139,7.72802e-08,1.3331188e-06,-1.8452715e-16
893,8.930009404877776e-08,0.0976014,-5.2337873e-07,1.1374642e-06,-1.8452711000000002e-16
894,8.940015340516572e-08,0.09760133,-9.564006e-07,5.265412e-07,-1.84527e-16
895,8.950005261599749e-08,0.09760136,-9.679743e-07,-2.1617204e-07,-1.845273e-16
896,8.960000683669078e-08,0.097601414,-6.971541e-07,-9.1534935e-07,-1.8452713e-16
897,8.970001184952689e-08,0.09760127,-1.70838e-07,-1.2418103e-06,-1.8452736000000002e-16
898,8.980013113430183e-08,0.09760114,4.426682e-07,-1.1748821e-06,-1.8452737000000002e-16
899,8.99000549700257e-08,0.097601235,9.3761173e-07,-6.0605265e-07,-1.8452703e-16
900,9.000004103039489e-08,0.09760125,1.1080552e-06,1.6056086e-07,-1.8452725000000001e-16
901,9.010009588165409e-08,0.09760121,7.830374e-07,9.220667e-07,-1.8452741e-16
902,9.020005526004646e-08,0.0976012,2.1755515e-07,1.2952013e-06,-1.8452764000000002e-16
903,9.030012580042693e-08,0.09760132,-4.3605561e-07,1.2092379e-06,-1.8452741e-16
904,9.040015616621568e-08,0.097601466,-8.4465654e-07,6.863011e-07,-1.8452732000000003e-16
905,9.050010661401648e-08,0.09760147,-1.0129735e-06,-6.338243e-08,-1.845274e-16
906,9.060012053142629e-08,0.097601295,-7.773558e-07,-7.607612e-07,-1.8452735000000002e-16
907,9.070013478370909e-08,0.09760125,-3.0956835e-07,-1.2245794e-06,-1.8452737000000002e-16
908,9.08000738402302e-08,0.097601295,3.4651868e-07,-1.205226e-06,-1.8452732000000003e-16
909,9.090007851581505e-08,0.097601205,8.675474e-07,-7.8027074e-07,-1.8452733000000002e-16
910,9.100012952555874e-08,0.09760118,1.0971163e-06,1.771312e-08,-1.8452707000000002e-16
911,9.11001406722126e-08,0.09760128,9.124402e-07,7.55593e-07,-1.8452705000000003e-16
912,9.120004544262449e-08,0.09760129,3.6859737e-07,1.2638774e-06,-1.8452692000000002e-16
913,9.13000956062489e-08,0.09760126,-2.589194e-07,1.2509129e-06,-1.8452712000000001e-16
914,9.140000273743045e-08,0.097601324,-7.8716e-07,8.3704055e-07,-1.8452695000000002e-16
915,9.150013047913069e-08,0.09760142,-9.4740693e-07,1.1557988e-07,-1.8452716e-16
916,9.160010941725645e-08,0.09760137,-8.661176e-07,-6.2716026e-07,-1.8452716e-16
917,9.170009101590019e-08,0.097601295,-3.9970703e-07,-1.1509883e-06,-1.8452697000000002e-16
918,9.180014753822577e-08,0.09760129,1.8670424e-07,-1.2726545e-06,-1.8452719000000003e-16
919,9.19001217478506e-08,0.09760135,8.2687615e-07,-8.851745e-07,-1.8452733000000002e-16
920,9.200006053792877e-08,0.0976013,1.1002631e-06,-1.8108086e-07,-1.845274e-16
921,9.210009891903966e-08,0.09760112,9.770705e-07,6.4301963e-07,-1.8452716e-16
922,9.220005489785669e-08,0.0976011,4.804216e-07,1.1666949e-06,-1.8452713e-16
923,9.230011266830597e-08,0.09760125,-1.3723303e-07,1.3070306e-06,-1.8452723000000002e-16
924,9.240004580386563e-08,0.09760136,-6.539343e-07,9.4046817e-07,-1.845274e-16
925,9.250002596536988e-08,0.09760134,-9.888115e-07,3.0126338e-07,-1.8452727e-16
926,9.260001928109483e-08,0.09760138,-9.229579e-07,-4.8126793e-07,-1.8452721000000002e-16
927,9.270000512055285e-08,0.09760143,-5.661842e-07,-1.0716894e-06,-1.8452711000000002e-16
928,9.28000672103703e-08,0.09760136,8.372537e-08,-1.2890237e-06,-1.84527e-16
929,9.290005687630219e-08,0.09760129,6.572169e-07,-1.0113552e-06,-1.8452675e-16
930,9.300006760712977e-08,0.09760127,1.0664714e-06,-3.269302e-07,-1.8452667000000002e-16
931,9.31001576316442e-08,0.09760126,9.987933e-07,4.597095e-07,-1.8452678000000003e-16
932,9.320015780267137e-08,0.09760118,6.0525286e-07,1.0994056e-06,-1.8452672e-16
933,9.330007151935175e-08,0.09760118,-2.1476193e-08,1.2921804e-06,-1.845268e-16
934,9.340002887080119e-08,0.09760129,-5.768997e-07,1.0839337e-06,-1.8452692000000002e-16
935,9.350003814167059e-08,0.09760134,-9.309587e-07,4.5038823e-07,-1.8452686e-16
936,9.360005174881204e-08,0.0976013,-9.952905e-07,-2.8668902e-07,-1.845271e-16
937,9.370006477599432e-08,0.097601265,-6.8468785e-07,-9.850751e-07,-1.8452724000000002e-16
938,9.380005288532553e-08,0.09760136,-1.1542971e-07,-1.2835931e-06,-1.845271e-16
939,9.390006141434469e-08,0.097601436,5.9563627e-07,-1.127265e-06,-1.8452715e-16
940,9.40000593139572e-08,0.09760137,9.947861e-07,-5.0385694e-07,-1.8452701e-16
941,9.410001591583688e-08,0.09760122,1.0724452e-06,2.9723435e-07,-1.845272e-16
942,9.420016379211357e-08,0.0976012,6.9787853e-07,9.716109e-07,-1.8452733000000002e-16
943,9.430002096930138e-08,0.09760122,1.7314588e-07,1.3042772e-06,-1.8452735000000002e-16
944,9.440000623887772e-08,0.0976012,-4.4256035e-07,1.1502657e-06,-1.8452717e-16
945,9.450004543997285e-08,0.09760126,-8.590058e-07,6.5128046e-07,-1.8452721000000002e-16
946,9.4600161901336e-08,0.097601354,-1.0125317e-06,-1.3845337e-07,-1.8452705000000003e-16
947,9.470016184802013e-08,0.09760134,-7.724162e-07,-8.364318e-07,-1.8452703e-16
948,9.48000547608127e-08,0.09760133,-2.0965469e-07,-1.2882942e-06,-1.8452691000000003e-16
949,9.490010637977038e-08,0.09760139,4.4946293e-07,-1.1861783e-06,-1.8452699e-16
950,9.500001265678721e-08,0.09760138,9.814703e-07,-6.750857e-07,-1.8452693000000002e-16
951,9.510001304574665e-08,0.09760124,1.0835058e-06,1.2716639e-07,-1.8452703e-16
952,9.52000850896752e-08,0.097601146,8.376569e-07,8.417717e-07,-1.84527e-16
953,9.530005521507221e-08,0.09760119,2.7566344e-07,1.2566147e-06,-1.8452699e-16
954,9.540006498419853e-08,0.0976013,-2.6555574e-07,1.2366876e-06,-1.8452717e-16
955,9.550011181078358e-08,0.09760132,-7.9068536e-07,7.8245785e-07,-1.8452736000000002e-16
956,9.560007536856701e-08,0.09760122,-9.992223e-07,7.420821e-08,-1.84527e-16
957,9.570007242429813e-08,0.09760124,-8.9202797e-07,-7.1805965e-07,-1.8452717e-16
958,9.580001829231747e-08,0.097601414,-3.6775313e-07,-1.2067295e-06,-1.845273e-16
959,9.590000987968789e-08,0.0976014,3.083156e-07,-1.2839782e-06,-1.845274e-16
960,9.60000469147046e-08,0.097601295,8.6121577e-07,-8.0418437e-07,-1.8452742e-16
961,9.610016987496497e-08,0.09760131,1.0777827e-06,-7.7349306e-08,-1.8452733000000002e-16
962,9.620011762526908e-08,0.0976013,8.744446e-07,7.019916e-07,-1.8452715e-16
963,9.630013307739997e-08,0.097601235,4.4149505e-07,1.1831397e-06,-1.8452729e-16
964,9.64001090782066e-08,0.09760118,-1.8500681e-07,1.2866592e-06,-1.8452701e-16
965,9.650009313320566e-08,0.097601235,-6.8614366e-07,9.3402616e-07,-1.8452704e-16
966,9.660016834468365e-08,0.09760124,-1.037661e-06,2.4648403e-07,-1.8452708000000002e-16
967,9.670017068967796e-08,0.097601265,-9.563415e-07,-5.401057e-07,-1.845268e-16
968,9.680006253520697e-08,0.0976013,-5.4177355e-07,-1.1564971e-06,-1.8452678000000003e-16
969,9.690005271751735e-08,0.0976014,1.609917e-07,-1.2877406e-06,-1.8452679000000002e-16
970,9.700014722491836e-08,0.097601436,7.564367e-07,-9.615071e-07,-1.8452678000000003e-16
971,9.71000715922456e-08,0.09760129,1.049172e-06,-2.2753777e-07,-1.8452686e-16
972,9.720009807382449e-08,0.09760118,9.498178e-07,5.1602234e-07,-1.8452711000000002e-16
973,9.730001457396745e-08,0.097601265,5.3108806e-07,1.1165561e-06,-1.8452705000000003e-16
974,9.7400142020671e-08,0.097601324,3.6078165e-10,1.28596e-06,-1.8452696000000002e-16
975,9.750004550465353e-08,0.09760122,-5.901321e-07,1.0577791e-06,-1.8452696000000002e-16
976,9.76001466611469e-08,0.097601175,-9.524343e-07,4.2707828e-07,-1.8452716e-16
977,9.770015829107752e-08,0.0976013,-1.0296719e-06,-3.7024412e-07,-1.8452741e-16
978,9.780015307644934e-08,0.097601324,-6.063216e-07,-1.0383341e-06,-1.8452728e-16
979,9.79000040864505e-08,0.09760129,6.7081682e-09,-1.3134551e-06,-1.8452719000000003e-16
980,9.800006029979209e-08,0.09760133,6.731807e-07,-1.0458833e-06,-1.8452721000000002e-16
981,9.81000165006667e-08,0.09760137,1.0169954e-06,-4.278716e-07,-1.8452717e-16
982,9.82000026508239e-08,0.09760136,1.017853e-06,3.7223927e-07,-1.8452708000000002e-16
983,9.830000634678769e-08,0.0976013,6.8119186e-07,9.760133e-07,-1.8452697000000002e-16
984,9.840005832383425e-08,0.09760129,1.3883681e-07,1.3036865e-06,-1.8452713e-16
985,9.850005432300433e-08,0.09760124,-4.2743207e-07,1.1359181e-06,-1.8452684000000001e-16
986,9.860011716013073e-08,0.097601205,-9.132776e-07,6.0488577e-07,-1.8452687e-16
987,9.870014736857874e-08,0.097601116,-1.0153763e-06,-2.0231671e-07,-1.8452683000000002e-16
988,9.880015024878943e-08,0.09760121,-7.608807e-07,-9.180326e-07,-1.8452668000000002e-16
989,9.890001133503993e-08,0.09760141,-1.01610574e-07,-1.2871462e-06,-1.8452684000000001e-16
990,9.900006233620679e-08,0.09760137,5.272815e-07,-1.1492552e-06,-1.8452708000000002e-16
991,9.910004399232601e-08,0.09760127,9.718594e-07,-5.6414825e-07,-1.8452712000000001e-16
992,9.920013387161793e-08,0.09760135,1.0110194e-06,1.7811247e-07,-1.8452688e-16
993,9.930002300594895e-08,0.09760141,7.7216856e-07,8.8339607e-07,-1.8452703e-16
994,9.94000485976756e-08,0.09760129,2.6199723e-07,1.239758e-06,-1.8452724000000002e-16
995,9.950014492024737e-08,0.09760123,-3.3847735e-07,1.2340538e-06,-1.8452733000000002e-16
996,9.960003902835133e-08,0.09760123,-8.464282e-07,7.302238e-07,-1.8452729e-16
997,9.970007727968538e-08,0.097601235,-1.0761087e-06,-8.827668e-09,-1.8452724000000002e-16
998,9.980000411015985e-08,0.09760126,-8.4000885e-07,-8.0394074e-07,-1.8452704e-16
999,9.990010595526824e-08,0.09760126,-2.937276e-07,-1.2386529e-06,-1.8452703e-16
1000,1.000000773479969e-07,0.09760127,4.062699e-07,-1.2065453e-06,-1.8452713e-16
1001,1.0010004264421004e-07,0.09760134,8.463087e-07,-7.181278e-07,-1.8452712000000001e-16
1002,1.0020007136496478e-07,0.09760134,1.0374454e-06,1.9941945e-08,-1.845271e-16
1003,1.0030004655943167e-07,0.09760134,8.135853e-07,7.235132e-07,-1.8452686e-16
1004,1.004000957142459e-07,0.09760141,4.116888e-07,1.2209487e-06,-1.845267e-16
1005,1.0050000887997094e-07,0.097601354,-2.0976232e-07,1.261658e-06,-1.8452655000000002e-16
1006,1.0060014330776867e-07,0.09760117,-7.6199575e-07,9.0119727e-07,-1.845266e-16
1007,1.0070005529516461e-07,0.09760117,-1.0625837e-06,1.3803978e-07,-1.845267e-16
1008,1.008000305691314e-07,0.09760125,-9.231591e-07,-6.296297e-07,-1.8452695000000002e-16
1009,1.0090011662876113e-07,0.09760124,-3.8880643e-07,-1.2000195e-06,-1.84527e-16
1010,1.010001662355199e-07,0.09760122,2.472161e-07,-1.2457906e-06,-1.8452666000000002e-16
1011,1.0110012245305657e-07,0.0976013,8.2327296e-07,-8.614251e-07,-1.8452705000000003e-16
1012,1.0120006294392357e-07,0.0976014,1.0164722e-06,-1.5040055e-07,-1.8452724000000002e-16
1013,1.0130013115386336e-07,0.09760143,9.520665e-07,5.8937604e-07,-1.845272e-16
1014,1.0140001880639902e-07,0.097601354,5.2293416e-07,1.1387531e-06,-1.845271e-16
1015,1.015000902372024e-07,0.0976013,-3.1482724e-08,1.321472e-06,-1.8452717e-16
1016,1.0160010771821432e-07,0.09760132,-6.5414446e-07,1.0015888e-06,-1.8452713e-16
1017,1.0170007044346785e-07,0.09760127,-1.0117888e-06,3.3906872e-07,-1.8452715e-16
1018,1.0180008288679325e-07,0.0976012,-9.800278e-07,-5.0488944e-07,-1.845272e-16
1019,1.0190004189051989e-07,0.09760123,-5.2042793e-07,-1.0909491e-06,-1.8452716e-16
1020,1.0200014205385292e-07,0.097601265,1.453114e-07,-1.2946874e-06,-1.8452693000000002e-16
1021,1.0210001216401365e-07,0.0976012,6.843282e-07,-9.62236e-07,-1.8452674e-16
1022,1.0220000512346745e-07,0.09760121,1.0071714e-06,-3.4256797e-07,-1.8452663000000003e-16
1023,1.0230008896327549e-07,0.097601354,9.716491e-07,4.3230958e-07,-1.8452651000000002e-16
1024,1.0240015288939966e-07,0.09760146,6.7580015e-07,1.0446647e-06,-1.8452672e-16
1025,1.0250010807806802e-07,0.097601384,6.714518e-08,1.3218543e-06,-1.845268e-16
1026,1.0260003375099625e-07,0.09760129,-5.3493636e-07,1.1329126e-06,-1.8452687e-16
1027,1.027000885693064e-07,0.09760134,-1.0134507e-06,4.9732967e-07,-1.845265e-16
1028,1.0280003363563975e-07,0.09760135,-1.024794e-06,-3.0420318e-07,-1.8452647e-16
1029,1.0290003515677867e-07,0.0976012,-6.691812e-07,-1.0107908e-06,-1.8452683000000002e-16
1030,1.03000044475881e-07,0.097601146,-3.956798e-08,-1.26718e-06,-1.8452704e-16
1031,1.0310016331919277e-07,0.097601235,5.56969e-07,-1.1012811e-06,-1.8452703e-16
1032,1.032000934450535e-07,0.09760132,9.3488796e-07,-4.932149e-07,-1.84527e-16
1033,1.033000759357613e-07,0.09760133,1.0153999e-06,2.3461138e-07,-1.8452707000000002e-16
1034,1.0340003647443997e-07,0.09760133,7.3719355e-07,9.4577905e-07,-1.8452707000000002e-16
1035,1.0350016971487757e-07,0.09760135,2.4259768e-07,1.3108945e-06,-1.8452707000000002e-16
1036,1.0360000486911372e-07,0.09760138,-4.5071366e-07,1.2294919e-06,-1.8452712000000001e-16
1037,1.0370001227235263e-07,0.0976013,-9.2710155e-07,6.7079543e-07,-1.8452687e-16
1038,1.0380009238898056e-07,0.09760127,-1.0881308e-06,-1.4137667e-07,-1.8452697000000002e-16
1039,1.0390016543109485e-07,0.097601354,-7.4174073e-07,-8.607082e-07,-1.8452675e-16
1040,1.0400000384995325e-07,0.09760127,-1.8932634e-07,-1.2634135e-06,-1.845266e-16
1041,1.0410013168001893e-07,0.09760113,4.404689e-07,-1.1499577e-06,-1.8452668000000002e-16
1042,1.042000244162139e-07,0.09760119,8.687399e-07,-6.807657e-07,-1.8452672e-16
1043,1.043001374776891e-07,0.09760133,1.0472446e-06,8.4503974e-08,-1.8452674e-16
1044,1.044000331306366e-07,0.09760131,8.8196015e-07,7.811832e-07,-1.8452668000000002e-16
1045,1.0450003169859197e-07,0.097601295,3.646167e-07,1.2854015e-06,-1.8452674e-16
1046,1.0460015031479637e-07,0.097601384,-2.6898056e-07,1.2795646e-06,-1.8452664000000003e-16
1047,1.0470012969170981e-07,0.09760146,-8.516724e-07,8.350706e-07,-1.8452692000000002e-16
1048,1.048000115215283e-07,0.097601436,-1.0316825e-06,4.529191e-08,-1.8452705000000003e-16
1049,1.0490010918112864e-07,0.09760129,-8.6083566e-07,-7.2056406e-07,-1.8452692000000002e-16
1050,1.0500015837944955e-07,0.09760118,-2.8495666e-07,-1.1907507e-06,-1.8452686e-16
1051,1.0510013308636865e-07,0.09760122,2.9231114e-07,-1.226874e-06,-1.8452715e-16
1052,1.0520001889243513e-07,0.097601205,8.147486e-07,-8.096715e-07,-1.8452719000000003e-16
1053,1.0530001778387215e-07,0.09760116,1.028969e-06,-1.3713006e-07,-1.8452712000000001e-16
1054,1.0540008022248889e-07,0.09760126,9.693949e-07,6.5614745e-07,-1.8452715e-16
1055,1.0550005781444725e-07,0.097601354,5.304736e-07,1.1890179e-06,-1.845269e-16
1056,1.0560015089802189e-07,0.09760132,-1.4116395e-07,1.3503352e-06,-1.8452675e-16
1057,1.0570009416931717e-07,0.09760131,-7.535678e-07,9.4704836e-07,-1.8452672e-16
1058,1.0580010158967217e-07,0.097601414,-1.0581668e-06,2.4500324e-07,-1.8452678000000003e-16
1059,1.0590006147451664e-07,0.0976014,-8.8818285e-07,-5.6638464e-07,-1.8452678000000003e-16
1060,1.0600016728347249e-07,0.0976013,-4.7883157e-07,-1.1072971e-06,-1.845268e-16
1061,1.0610004041051753e-07,0.097601265,1.4541999e-07,-1.2520633e-06,-1.8452682000000002e-16
1062,1.0620008792943705e-07,0.09760128,6.584625e-07,-9.4530066e-07,-1.8452659e-16
1063,1.0630001077827813e-07,0.097601265,1.0278525e-06,-2.92833e-07,-1.8452659e-16
1064,1.0640000927289241e-07,0.09760119,9.801911e-07,4.6581178e-07,-1.845267e-16
1065,1.0650012412248496e-07,0.09760117,6.336305e-07,1.122837e-06,-1.8452704e-16
1066,1.0660000617339395e-07,0.09760128,-1.7426528e-08,1.3354149e-06,-1.8452701e-16
1067,1.0670009895830381e-07,0.09760139,-6.454404e-07,1.090496e-06,-1.8452679000000002e-16
1068,1.0680005817937553e-07,0.09760139,-1.026621e-06,3.8473783e-07,-1.8452699e-16
1069,1.0690014419173013e-07,0.09760133,-9.868847e-07,-3.7727773e-07,-1.8452723000000002e-16
1070,1.0700009252933252e-07,0.09760136,-5.587433e-07,-1.0209142e-06,-1.8452717e-16
1071,1.0710013583598e-07,0.097601295,-1.991337e-08,-1.2344949e-06,-1.845272e-16
1072,1.0720006964606154e-07,0.09760119,5.5781703e-07,-1.0534353e-06,-1.8452711000000002e-16
1073,1.073001608544444e-07,0.09760122,9.285613e-07,-4.6469037e-07,-1.8452692000000002e-16
1074,1.0740017056235017e-07,0.097601265,1.0816636e-06,3.1088692e-07,-1.8452688e-16
1075,1.075001201372798e-07,0.097601205,7.397532e-07,1.0037137e-06,-1.845269e-16
1076,1.0760010983277097e-07,0.09760122,1.4521636e-07,1.3457554e-06,-1.845267e-16
1077,1.0770001186440856e-07,0.09760134,-5.390201e-07,1.1572295e-06,-1.8452676e-16
1078,1.0780005760651223e-07,0.09760139,-9.297711e-07,5.772261e-07,-1.8452655000000002e-16
1079,1.0790016708647443e-07,0.09760134,-9.797624e-07,-2.356117e-07,-1.8452667000000002e-16
1080,1.0800008114999536e-07,0.097601295,-6.6896297e-07,-8.7468993e-07,-1.8452648e-16
1081,1.0810002370659717e-07,0.09760132,-1.3304187e-07,-1.2387718e-06,-1.845266e-16
1082,1.082000915698419e-07,0.0976014,4.498902e-07,-1.1153718e-06,-1.8452668000000002e-16
1083,1.083001333330423e-07,0.09760132,9.3084833e-07,-6.3141977e-07,-1.8452683000000002e-16
1084,1.0840016695918174e-07,0.09760114,1.0637984e-06,1.4505392e-07,-1.8452667000000002e-16
1085,1.0850011043809433e-07,0.09760117,8.757916e-07,8.804072e-07,-1.8452655000000002e-16
1086,1.0860000581256013e-07,0.097601265,2.8321256e-07,1.3121806e-06,-1.8452674e-16
1087,1.0870001997438345e-07,0.09760122,-3.7335536e-07,1.2451997e-06,-1.8452696000000002e-16
1088,1.0880005969887985e-07,0.09760124,-9.091704e-07,7.015397e-07,-1.845272e-16
1089,1.0890009961432122e-07,0.09760137,-9.790107e-07,-4.3635637e-08,-1.84527e-16
1090,1.0900004029774695e-07,0.09760137,-7.559813e-07,-7.725403e-07,-1.8452699e-16
1091,1.091000267869346e-07,0.09760132,-2.63365e-07,-1.1695142e-06,-1.8452693000000002e-16
1092,1.09200046612941e-07,0.09760133,2.9031125e-07,-1.20768e-06,-1.8452678000000003e-16
1093,1.0930001254187277e-07,0.09760132,8.1135425e-07,-7.56692e-07,-1.8452678000000003e-16
1094,1.0940005543794057e-07,0.097601295,1.0982415e-06,-5.410815e-08,-1.8452684000000001e-16
1095,1.0950013175049225e-07,0.097601205,9.234961e-07,7.5553226e-07,-1.8452667000000002e-16
1096,1.0960002364806621e-07,0.09760118,4.1032115e-07,1.2552842e-06,-1.8452651000000002e-16
1097,1.0970001930117875e-07,0.09760129,-3.00879e-07,1.3048466e-06,-1.8452648e-16
1098,1.0980002390846133e-07,0.097601324,-7.830759e-07,8.5609435e-07,-1.8452625000000002e-16
1099,1.0990015761943601e-07,0.09760122,-1.031057e-06,1.2513017e-07,-1.8452642000000002e-16
1100,1.1000011143525893e-07,0.09760123,-8.4948067e-07,-6.049103e-07,-1.8452651000000002e-16
1101,1.1010015949256903e-07,0.09760139,-4.3575494e-07,-1.129504e-06,-1.8452667000000002e-16
1102,1.1020000031427177e-07,0.09760139,1.6788286e-07,-1.2256205e-06,-1.8452647e-16
1103,1.1030009817882665e-07,0.09760132,7.1207006e-07,-9.2377337e-07,-1.8452652000000002e-16
1104,1.1040014478394137e-07,0.09760129,1.054182e-06,-2.0501669e-07,-1.8452674e-16
