# t (s)	mx ()	my ()	mz ()	E_total (J)
6.550023431456182e-08	-1.13755605e-05	0.049576882	1.1782944e-05	-1.4260753e-16
6.575029581539288e-08	-1.0934936e-05	0.04957689	1.6702115e-05	-1.4260755e-16
6.600014206460799e-08	-1.0549119e-05	0.049576864	2.154544e-05	-1.4260751e-16
6.625010866658701e-08	-1.0069651e-05	0.0495769	2.6085972e-05	-1.4260754e-16
6.65002868803455e-08	-9.4082825e-06	0.049576897	3.0354113e-05	-1.426075e-16
6.675020954571342e-08	-8.2749075e-06	0.049576867	3.4359247e-05	-1.4260755e-16
6.700028143042104e-08	-6.5848762e-06	0.0495769	3.7677586e-05	-1.4260754e-16
6.725028410872614e-08	-4.3494288e-06	0.04957691	4.003033e-05	-1.4260755e-16
6.750022269855862e-08	-1.6370518e-06	0.049576912	4.1425526e-05	-1.4260753e-16
6.775022438697046e-08	1.4630783e-06	0.049576912	4.153207e-05	-1.4260753e-16
6.800009357768941e-08	4.6549276e-06	0.049576923	4.0089933e-05	-1.4260758e-16
6.825025169790056e-08	7.631312e-06	0.049576893	3.7359296e-05	-1.4260753e-16
6.850021323875956e-08	1.0206394e-05	0.049576875	3.3490956e-05	-1.4260753e-16
6.875003104075069e-08	1.2136006e-05	0.049576893	2.8478504e-05	-1.4260747e-16
6.900009487251346e-08	1.3355512e-05	0.049576867	2.2774488e-05	-1.4260751e-16
6.925014795105208e-08	1.3811153e-05	0.04957686	1.6821474e-05	-1.4260743e-16
6.950013179864962e-08	1.374677e-05	0.049576867	1.07005235e-05	-1.4260746e-16
6.975023810528408e-08	1.3275519e-05	0.049576882	4.632026e-06	-1.4260749e-16
7.000012271791103e-08	1.2660094e-05	0.049576882	-1.0427833e-06	-1.4260745e-16
7.025004851089867e-08	1.2107511e-05	0.049576856	-6.4735113e-06	-1.4260746e-16
7.050002115098898e-08	1.1708946e-05	0.049576893	-1.1832118e-05	-1.4260747e-16
7.075008725726e-08	1.1467084e-05	0.049576864	-1.6932487e-05	-1.4260745e-16
7.100030202952098e-08	1.1236165e-05	0.04957689	-2.1881759e-05	-1.4260745e-16
7.125011834708404e-08	1.0927606e-05	0.04957689	-2.6857704e-05	-1.4260741e-16
7.15000452830612e-08	1.0189828e-05	0.04957689	-3.1578093e-05	-1.4260742e-16
7.175019514352883e-08	8.950941e-06	0.04957689	-3.5740137e-05	-1.4260741e-16
7.200017984866864e-08	7.061872e-06	0.049576882	-3.9328635e-05	-1.4260745e-16
7.22501290758209e-08	4.5506763e-06	0.049576927	-4.1993855e-05	-1.4260742e-16
7.250008227934944e-08	1.5006802e-06	0.049576897	-4.3250322e-05	-1.4260738e-16
7.275014833612347e-08	-1.8513051e-06	0.049576916	-4.316032e-05	-1.4260741e-16
7.300008184147582e-08	-5.2112077e-06	0.049576927	-4.1677056e-05	-1.426074e-16
7.325022841402177e-08	-8.319498e-06	0.0495769	-3.8620234e-05	-1.4260737e-16
7.350022723988233e-08	-1.0835291e-05	0.04957689	-3.430128e-05	-1.4260737e-16
7.375015434981682e-08	-1.2715477e-05	0.049576864	-2.9158742e-05	-1.4260741e-16
7.400007114733987e-08	-1.3759034e-05	0.04957688	-2.3275614e-05	-1.4260734e-16
7.425022112027795e-08	-1.4115914e-05	0.049576845	-1.6976297e-05	-1.4260733e-16
7.450022398102173e-08	-1.39085205e-05	0.049576875	-1.0814965e-05	-1.4260731e-16
7.47500249458043e-08	-1.343885e-05	0.049576882	-4.8100947e-06	-1.4260733e-16
7.500023759497895e-08	-1.2867004e-05	0.04957686	1.1049211e-06	-1.4260731e-16
7.525017056916262e-08	-1.2424782e-05	0.049576867	6.6959856e-06	-1.4260731e-16
7.55001851324241e-08	-1.2220078e-05	0.049576875	1.2069642e-05	-1.4260729e-16
7.575024397078513e-08	-1.2095276e-05	0.049576882	1.7515718e-05	-1.4260729e-16
