# t (s)	mx ()	my ()	mz ()	E_total (J)
3.0125014724631547e-07	-0.004992419	0.0425834	0.006985649	-1.247733e-16
3.0150004778743196e-07	0.002077488	0.04222186	0.0072072195	-1.2477343e-16
3.017500444332522e-07	0.005892208	0.042110458	-0.0007632494	-1.2477353e-16
3.020000583666529e-07	0.0017726655	0.04318292	-0.0069789444	-1.2477359e-16
3.0225013017191046e-07	-0.0045010983	0.04300281	-0.004124865	-1.2477363e-16
3.0250006836467796e-07	-0.0050766035	0.042672552	0.0040253107	-1.2477358e-16
3.027501588847479e-07	0.001213542	0.044300586	0.007912379	-1.2477353e-16
3.0300003736481013e-07	0.008585244	0.045451127	0.003312078	-1.2477347e-16
3.0325015378624795e-07	0.00773149	0.046326976	-0.0047354144	-1.2477345e-16
3.035000988057986e-07	-0.00013296159	0.04772314	-0.008475931	-1.247734e-16
3.037500205723763e-07	-0.007182491	0.04728167	-0.0036172085	-1.2477334e-16
3.040001061863118e-07	-0.0063517033	0.045063943	0.004806931	-1.247732e-16
3.042500603398619e-07	0.0009191786	0.044022057	0.0073989094	-1.2477308e-16
3.04500099701689e-07	0.0066201966	0.04492877	0.002130616	-1.247729e-16
3.047501401190403e-07	0.0054313424	0.04466176	-0.004285464	-1.2477274e-16
3.050001616329533e-07	0.000100711695	0.042838693	-0.005265511	-1.2477257e-16
3.052500852264557e-07	-0.0025634486	0.041514322	-0.0015888658	-1.2477233e-16
3.0550007720061916e-07	-0.0025699243	0.040511776	0.0021286742	-1.2477212e-16
3.0575005792502286e-07	-0.00034609827	0.040307034	0.0033087337	-1.2477198e-16
3.0600003507695705e-07	0.0026933413	0.041520394	0.0017298019	-1.2477183e-16
3.0625003448587366e-07	0.0029509175	0.042558797	-0.0010215297	-1.247717e-16
3.065001499924436e-07	0.0009218568	0.04261347	-0.0024363892	-1.2477162e-16
3.067501160478254e-07	-0.0012190002	0.04284413	-0.002637827	-1.2477142e-16
3.0700014225194526e-07	-0.0028493712	0.043319598	-0.00015243737	-1.247714e-16
3.0725007267875487e-07	-0.001171716	0.043452453	0.0030721868	-1.2477131e-16
3.07500123851262e-07	0.0025858951	0.04433987	0.0022706897	-1.2477126e-16
3.077501329919547e-07	0.0038591663	0.04417723	-0.0016119917	-1.2477125e-16
3.0800001564430165e-07	-0.00041334165	0.042229038	-0.005437062	-1.247712e-16
3.0825005422840334e-07	-0.0052726017	0.041038368	-0.0020524615	-1.247713e-16
3.085000511200841e-07	-0.0036748184	0.041636776	0.0052898712	-1.2477129e-16
3.08750071944168e-07	0.0029371537	0.042496305	0.006266623	-1.2477134e-16
3.0900012883514676e-07	0.0073743006	0.04279638	0.00027898897	-1.247714e-16
3.0925015944718844e-07	0.003647994	0.04356109	-0.0068568843	-1.2477138e-16
3.095001486103857e-07	-0.0047527924	0.04386955	-0.007112594	-1.2477146e-16
3.097501326044082e-07	-0.009063423	0.04359626	-7.863083e-05	-1.2477153e-16
3.1000008566612666e-07	-0.004988567	0.04497596	0.007555497	-1.2477162e-16
3.1025004597519953e-07	0.003632273	0.046953317	0.0075250063	-1.2477173e-16
3.105000333219444e-07	0.0077246875	0.046978775	0.0011933862	-1.2477179e-16
3.1075004850179964e-07	0.004076429	0.045989413	-0.00521875	-1.2477182e-16
3.1100002884980726e-07	-0.002875925	0.045677528	-0.0056499485	-1.2477184e-16
3.1125014596856225e-07	-0.006537956	0.045110635	-0.0005784519	-1.2477187e-16
3.115000002064632e-07	-0.0027004099	0.043352224	0.00531971	-1.2477182e-16
3.1175013895521297e-07	0.004752983	0.042397503	0.006467521	-1.2477186e-16
3.120001490951641e-07	0.00800965	0.041886806	0.0013238741	-1.2477187e-16
3.122500007750262e-07	0.0038019328	0.04076514	-0.00424674	-1.2477183e-16
3.125000975167516e-07	-0.0020565595	0.040677927	-0.0039603803	-1.2477195e-16
3.1275004273691076e-07	-0.0039102496	0.042422343	0.00047855647	-1.2477188e-16
3.130001605124003e-07	-0.0003721286	0.042143423	0.0036275198	-1.2477187e-16
3.1325001085440855e-07	0.0034326725	0.042127356	0.0014791723	-1.247718e-16
3.135000975665785e-07	0.0011278774	0.044488754	-0.003728447	-1.2477173e-16
3.137500996940866e-07	-0.004545979	0.044312242	-0.0023423026	-1.247717e-16
3.140001479445491e-07	-0.00425592	0.0426317	0.0047947387	-1.2477154e-16
3.1425008265951656e-07	0.002187307	0.042225823	0.0076151467	-1.2477145e-16
3.145000461505101e-07	0.0072908974	0.042039797	0.0011502494	-1.2477141e-16
3.147500146919303e-07	0.0031653878	0.043530654	-0.00878556	-1.2477125e-16
3.1500012937294463e-07	-0.007218987	0.043794572	-0.009512996	-1.2477114e-16
3.1525003363301174e-07	-0.010012227	0.041566726	0.002729141	-1.2477102e-16
3.155000765660136e-07	-0.00083938986	0.042190835	0.012405607	-1.247709e-16
3.157500337461977e-07	0.010481235	0.04199473	0.007275004	-1.2477081e-16
3.1600008812138165e-07	0.01103807	0.042509694	-0.0053271195	-1.247707e-16
3.1625012605761076e-07	0.00043249174	0.045413777	-0.011691378	-1.2477063e-16
3.165000898861261e-07	-0.010625765	0.045816462	-0.0075136307	-1.2477056e-16
3.1675014120118643e-07	-0.011839432	0.045059577	0.0033263757	-1.2477051e-16
3.170000523534031e-07	-0.0029433179	0.046151157	0.012049625	-1.2477047e-16
3.17250047372782e-07	0.009838752	0.046353586	0.009322826	-1.2477048e-16
3.175001590685702e-07	0.011956119	0.04588824	-0.0029629548	-1.2477048e-16
3.177500161212276e-07	0.001772399	0.04692476	-0.010780877	-1.2477052e-16
3.180000486766194e-07	-0.007832122	0.046088718	-0.0060466207	-1.2477044e-16
3.182501307705442e-07	-0.0064241267	0.045213927	0.0040051774	-1.2477052e-16
3.185001471012772e-07	0.0023213986	0.043589983	0.008073518	-1.2477056e-16
3.187500094757429e-07	0.008699131	0.042184155	0.002215751	-1.2477063e-16
3.1900016052127565e-07	0.0050948514	0.043552324	-0.00652625	-1.2477073e-16
3.1925007193390766e-07	-0.0047707288	0.04495104	-0.0076800045	-1.2477079e-16
3.195000396453204e-07	-0.010213755	0.044060607	-0.00021841093	-1.2477086e-16
3.197501217513252e-07	-0.0035099133	0.042043265	0.009314668	-1.2477106e-16
3.2000014734324e-07	0.007924272	0.04114223	0.008234444	-1.2477112e-16
3.202501488837231e-07	0.0112908045	0.04272445	-0.0030988753	-1.2477133e-16
3.2050015793788774e-07	0.0028437525	0.044400558	-0.009087033	-1.2477141e-16
3.2075006237262115e-07	-0.006631094	0.04490535	-0.004897768	-1.2477147e-16
3.2100000498964666e-07	-0.007596074	0.044144586	0.004425172	-1.247716e-16
3.2125002209015985e-07	0.0009783041	0.041571267	0.009709101	-1.2477166e-16
3.2150005679351217e-07	0.00977001	0.040146653	0.004721651	-1.2477178e-16
3.217500270389126e-07	0.010055008	0.041956984	-0.006618777	-1.2477179e-16
3.220000049399401e-07	-0.00082055404	0.043737426	-0.011232867	-1.2477186e-16
3.2225005268354166e-07	-0.009849161	0.042614624	-0.005512477	-1.2477184e-16
3.225000774869664e-07	-0.008896831	0.0413797	0.002212526	-1.2477179e-16
3.2275011250423933e-07	-0.0013290251	0.041140918	0.0050160885	-1.2477184e-16
3.230000422752361e-07	0.005262719	0.04158927	0.0025690892	-1.2477174e-16
3.2325006184673013e-07	0.0051959897	0.04198274	-0.0024715848	-1.2477165e-16
3.2350014259609053e-07	-0.0003231159	0.043068226	-0.004678986	-1.2477175e-16
3.2375015298892684e-07	-0.0058330884	0.04466568	-0.00026697115	-1.2477158e-16
3.24000158226189e-07	-0.0031985946	0.04568923	0.0066006826	-1.2477153e-16
3.2425007686546144e-07	0.004940504	0.045364108	0.006176222	-1.247715e-16
3.2450009536339434e-07	0.008177348	0.044499014	0.0002514015	-1.2477145e-16
3.247501509098781e-07	0.0038269116	0.04417861	-0.006264732	-1.2477149e-16
3.250001428938107e-07	-0.00386885	0.04518057	-0.0067828256	-1.2477145e-16
3.252500220684734e-07	-0.007540773	0.046524704	0.0007606012	-1.2477137e-16
3.255000767570982e-07	-0.002361641	0.04614945	0.006333777	-1.2477137e-16
3.2575001552408953e-07	0.005256218	0.043885123	0.0040565524	-1.2477125e-16
3.260001497684461e-07	0.006108083	0.042757854	-0.0014758256	-1.2477124e-16
3.2625009045259766e-07	0.0017102775	0.041817944	-0.0033872696	-1.247712e-16
3.265000347735707e-07	-0.0016120326	0.041930504	-0.0005483729	-1.2477105e-16
3.267501427122547e-07	-0.00032685287	0.044582017	0.0024142843	-1.2477109e-16
3.2700012099374283e-07	0.0022830728	0.04604541	0.0010864424	-1.2477094e-16
3.272501275840157e-07	0.0022523277	0.044584766	-0.0015031986	-1.2477104e-16
3.2750004089322856e-07	0.0009781183	0.0427416	-0.0015484387	-1.2477096e-16
3.277500696388763e-07	-8.796269e-05	0.042128213	0.00043593787	-1.2477096e-16
3.280000583095335e-07	0.00061381253	0.042335622	0.0027542738	-1.2477102e-16
3.282501527657848e-07	0.003024473	0.04396141	0.0025049273	-1.24771e-16
3.285001268003029e-07	0.004137645	0.04437314	0.00030128716	-1.247711e-16
3.2875010935338294e-07	0.002238511	0.04230059	-0.00030690053	-1.2477104e-16
3.2900014773268286e-07	0.0003678066	0.0417073	-0.0009880717	-1.2477124e-16
3.292500946587856e-07	-0.00026227583	0.042358562	9.200115e-05	-1.2477128e-16
3.2950001927308834e-07	0.0010422121	0.04187804	0.0017254266	-1.2477142e-16
3.2975012387478907e-07	0.003029027	0.042603552	0.00020270895	-1.2477149e-16
3.30000128687698e-07	0.0016000085	0.043947037	-0.00014415069	-1.2477151e-16
3.302501205092237e-07	-0.0008200534	0.043196585	0.00086629525	-1.247717e-16
3.305000856907758e-07	-0.00073068816	0.04335969	0.0006615512	-1.2477165e-16
3.307500626396465e-07	0.00080943946	0.04427764	-0.00052786793	-1.2477184e-16
3.310000554481452e-07	0.000951168	0.04424747	-0.00089151633	-1.2477186e-16
3.312501182272243e-07	-0.0001513117	0.046450328	-0.000494002	-1.2477184e-16
3.315000911075652e-07	-0.0011807173	0.048110373	0.0014670688	-1.2477198e-16
3.3175007293405593e-07	-9.0295725e-05	0.04606589	0.0025550167	-1.2477191e-16
3.3200015958026236e-07	0.00176257	0.04424566	0.0027256622	-1.2477196e-16
3.3225016371639313e-07	0.0037706727	0.04339251	0.0013421505	-1.2477199e-16
3.325000783470011e-07	0.004454937	0.042735226	-0.0027581898	-1.2477196e-16
3.327500682464983e-07	0.0007835681	0.043655355	-0.0045015435	-1.2477206e-16
3.330000671383432e-07	-0.0033819117	0.04363158	-0.0012411335	-1.24772e-16
3.33250128777782e-07	-0.0024962905	0.043669507	0.0048782635	-1.2477203e-16
3.335000661961389e-07	0.0040395227	0.044582784	0.0068703713	-1.2477196e-16
3.337500117535443e-07	0.0077189184	0.045087103	0.00058829284	-1.24772e-16
3.340000558834634e-07	0.0043540816	0.045227066	-0.0061650737	-1.2477196e-16
3.342500203034248e-07	-0.0029475568	0.044534016	-0.0064965794	-1.24772e-16
3.3450014645564744e-07	-0.007976966	0.043176215	-0.00034957041	-1.2477192e-16
3.347501291226063e-07	-0.0043184417	0.043400288	0.007734389	-1.2477184e-16
3.350000277640466e-07	0.0039547435	0.04382687	0.0066850544	-1.247718e-16
3.35250102664543e-07	0.0070619816	0.04396731	-0.0020136826	-1.2477165e-16
3.355001568742147e-07	0.0026237422	0.04341104	-0.00789849	-1.2477166e-16
3.357501611313696e-07	-0.004941005	0.043026406	-0.005896703	-1.2477155e-16
3.360001569526577e-07	-0.0076578446	0.043439962	0.002394098	-1.2477154e-16
3.3625012431777286e-07	-0.001096436	0.042065904	0.009222811	-1.2477137e-16
3.3650005604830107e-07	0.0076804697	0.03964137	0.004704224	-1.2477131e-16
3.3675009447130297e-07	0.008215916	0.04156353	-0.005625693	-1.2477128e-16
3.370001519735593e-07	-0.0007391629	0.04432045	-0.009268697	-1.2477118e-16
3.372501530819878e-07	-0.009807772	0.04434551	-0.004162259	-1.2477124e-16
3.3750002492650855e-07	-0.009241847	0.044626743	0.005248959	-1.2477112e-16
3.377501414684312e-07	0.0002939362	0.045137525	0.009992185	-1.247712e-16
3.380000133356904e-07	0.008933814	0.044747096	0.0030485976	-1.2477113e-16
3.3825008347847566e-07	0.0060982425	0.04590539	-0.0074732727	-1.2477113e-16
3.385000991234955e-07	-0.0056189005	0.045572765	-0.010366288	-1.2477112e-16
3.387500014251628e-07	-0.013190311	0.04395603	-0.003281278	-1.2477104e-16
3.3900012706419196e-07	-0.00967504	0.044572063	0.007900699	-1.2477113e-16
3.3925013858090917e-07	0.0024387776	0.044327654	0.010824165	-1.2477105e-16
3.395000722440684e-07	0.01012679	0.0425944	0.0013654813	-1.2477118e-16
3.3975002705415225e-07	0.00564499	0.044579837	-0.009151008	-1.2477113e-16
3.400000925904609e-07	-0.0060696634	0.0466674	-0.009680516	-1.2477121e-16
3.402501520839812e-07	-0.012315942	0.046672765	-0.00028532374	-1.2477124e-16
3.4050000020272713e-07	-0.006797864	0.046307117	0.010363824	-1.2477133e-16
3.407500174406853e-07	0.0059145098	0.043724332	0.010213888	-1.2477141e-16
3.410001415278186e-07	0.01197691	0.042037684	-0.00037073254	-1.2477147e-16
3.4125003003473525e-07	0.0060249553	0.045187056	-0.010931522	-1.2477158e-16
3.415000034420207e-07	-0.0074595017	0.046656635	-0.010463819	-1.2477165e-16
3.4175014450410276e-07	-0.012440518	0.044099826	0.0015826711	-1.2477166e-16
3.420000160368567e-07	-0.0032633902	0.043559715	0.011253449	-1.2477179e-16
3.422500884925603e-07	0.008387033	0.0427536	0.0072218752	-1.2477171e-16
3.4250009710026206e-07	0.008703664	0.04196992	-0.0041072904	-1.2477179e-16
3.427500212271134e-07	-0.0014058116	0.041954868	-0.009529714	-1.2477179e-16
3.4300009094432405e-07	-0.00934865	0.041391533	-0.005728712	-1.2477183e-16
3.432500525385722e-07	-0.007804737	0.041309617	0.0029462099	-1.2477178e-16
3.4350014531751096e-07	0.0015507662	0.041357666	0.008219509	-1.2477178e-16
3.43750126149686e-07	0.009330184	0.04216357	0.0038909263	-1.2477176e-16
3.4400015244167096e-07	0.007866987	0.042442948	-0.0036895145	-1.247717e-16
3.442500271891276e-07	-0.00029114148	0.042708457	-0.0062377513	-1.2477169e-16
3.445000511721844e-07	-0.00623437	0.04546239	-0.0012596865	-1.2477158e-16
3.4475009140328956e-07	-0.002896078	0.04671162	0.0046471325	-1.2477162e-16
3.450000775334604e-07	0.005220075	0.04378039	0.004915172	-1.2477151e-16
3.452500370693994e-07	0.009358867	0.042056665	-0.0016834849	-1.2477151e-16
3.455000067340012e-07	0.003152347	0.042613335	-0.0072303163	-1.2477137e-16
3.457501156716934e-07	-0.0059742043	0.043036688	-0.004018369	-1.2477137e-16
3.460000411268178e-07	-0.0072896765	0.044757407	0.004449972	-1.2477131e-16
3.4625007489431313e-07	0.00052186963	0.046471383	0.00707312	-1.2477128e-16
3.4650005278235294e-07	0.00879538	0.04503528	0.0022769603	-1.2477125e-16
3.467500783444041e-07	0.007226064	0.043313976	-0.0052655526	-1.247713e-16
3.470000878952766e-07	-0.0015364807	0.044265673	-0.007973608	-1.2477128e-16
3.472500847505041e-07	-0.008645959	0.04604537	-0.0013832401	-1.2477134e-16
3.475001403038142e-07	-0.005423656	0.047163345	0.0073018526	-1.2477133e-16
3.477501138793534e-07	0.0039490447	0.046965968	0.0081581585	-1.2477142e-16
3.48000042747822e-07	0.010720923	0.045302596	0.0023718446	-1.2477143e-16
3.482501305734409e-07	0.0079703	0.043183718	-0.005557717	-1.247715e-16
3.4850007710332933e-07	-0.0012328501	0.04284815	-0.008208217	-1.2477155e-16
3.487501413638229e-07	-0.0065723816	0.044568654	-0.0013589241	-1.2477165e-16
3.4900013516815836e-07	-0.002769702	0.045871366	0.005183517	-1.2477162e-16
3.4925007710867496e-07	0.004950996	0.044756144	0.0042521586	-1.2477171e-16
3.4950016140881463e-07	0.007928915	0.042797808	-0.0019718572	-1.2477167e-16
3.497501382885857e-07	0.0027970318	0.040457293	-0.0064925454	-1.2477171e-16
3.5000003334199e-07	-0.0038694944	0.039155133	-0.004088662	-1.247717e-16
3.5025006647488116e-07	-0.003806748	0.040134642	0.0024838452	-1.2477179e-16
3.5050014905729027e-07	0.0014663009	0.04140612	0.005174656	-1.2477174e-16
3.50750011867191e-07	0.0051953234	0.041892253	0.0027444337	-1.2477184e-16
3.510000890264189e-07	0.003651052	0.04143336	-0.0015193697	-1.2477178e-16
3.5125015887620356e-07	-0.00084539806	0.04128952	-0.0024963678	-1.2477186e-16
3.51500122737421e-07	-0.002917799	0.042072225	0.0010660839	-1.2477176e-16
3.5175005368948296e-07	-1.6132919e-05	0.0420167	0.0029801016	-1.2477188e-16
3.5200002562087003e-07	0.0032293051	0.041913398	0.0007138315	-1.2477179e-16
3.522500213996435e-07	0.0023548587	0.04340849	-0.0014411684	-1.2477183e-16
3.52500085302891e-07	-0.00120799	0.04412653	-0.001743601	-1.2477184e-16
3.5275002714857733e-07	-0.0032693597	0.042721465	-0.0006881224	-1.2477188e-16
3.5300007889681574e-07	-0.0028327778	0.041712765	0.0015431588	-1.2477183e-16
3.5325004798928914e-07	-0.0003538353	0.042970642	0.0020555123	-1.2477194e-16
3.5350015689788237e-07	0.0019395689	0.044944458	0.0007281698	-1.2477191e-16
3.5375007633888275e-07	0.0007815293	0.045441758	-0.0010201845	-1.2477195e-16
3.540000890943905e-07	-0.0018675958	0.045100983	-0.0019256002	-1.2477191e-16
3.542500119595033e-07	-0.0033112313	0.044642746	0.000538531	-1.2477196e-16
3.545000275439187e-07	-0.0014760579	0.044389	0.0032653392	-1.2477187e-16
3.5475011158611414e-07	0.0016654094	0.045069262	0.0025376936	-1.2477191e-16
3.5500011594198453e-07	0.002428712	0.04559199	0.000114541486	-1.2477188e-16
3.552501092987237e-07	0.00024096391	0.045138676	-0.0018473688	-1.2477191e-16
3.555000064646338e-07	-0.002581166	0.045407347	-0.0017462614	-1.2477192e-16
3.557501104527253e-07	-0.0035164433	0.04543274	0.0005765139	-1.2477194e-16
3.560001565984293e-07	-0.0005769669	0.044399463	0.0025034142	-1.2477198e-16
3.5625014605798965e-07	0.0042135827	0.043700326	0.0012572093	-1.2477198e-16
3.565000844790391e-07	0.004237656	0.043476317	-0.0023067954	-1.24772e-16
3.5675009294250905e-07	-0.00025807222	0.043773323	-0.0029955865	-1.2477198e-16
3.5700008394534967e-07	-0.0030805876	0.043421928	6.845344e-05	-1.2477203e-16
3.572500914837126e-07	-0.0020765457	0.04135862	0.001848543	-1.24772e-16
3.5750011789545027e-07	0.00036782058	0.040288463	0.00069619133	-1.2477204e-16
3.577500536625125e-07	5.627502e-05	0.040829495	-0.0018206672	-1.2477199e-16
3.580000785119052e-07	-0.0031043973	0.04109412	-0.0001999939	-1.2477203e-16
